,score,content
12,0.47468925950373475,但 近代 有 不少 音乐家 不 认同 传统 的 理解 ， 例如 二十世纪 美国 作曲家 约翰 · 凯吉 认为 任何 声音 和 静默 皆 是 音乐 。
13,0.5193086534600404,音乐 可以 用 乐谱 描述 ， 依据 乐谱 演奏 ， 但 也 有 不少 音乐 类型 如 民歌 或 爵士乐 是 由 演奏者 即兴 创作 的 。
14,0.47810164291849955,乐谱 作为 一种 符号 的 语言 ， 只能 描述 声音 的 属性 或 指示 演奏 所 需 的 技巧 ， 却 无法 记录 声音 本身 。
15,0.4353492346185475,因此 在 录音 技术 出现 之前 ， 欣赏 音乐 必需 现场 聆听 ， 或 自己 亲身 参与 演奏 。
16,0.45252504423809076,传统 上 欣赏 音乐 有 特定 的 场所 ， 从 古时 的 宫庭 、 教堂 、 庙宇 到 今天 的 音乐厅 、 酒吧 等等 。
17,0.5260687134799316,十九 世纪末 ， 留声机 的 发明 令 声音 可以 记录 和 复制 ， 改变 了 欣赏 音乐 的 模式 ； 一般 认为 录音 、 通讯 技术 和 大众 媒体 是 流行音乐 形成 的 主要 因素 ， 从 早期 的 唱片 、 音乐 录像 及 无线电 ， 到 当今 的 影音 网站 或 串流 平台 ， 都 是 人们 接触 音乐 的 管道 。
18,0.4935392665514841,演奏 音乐 需要 透过 歌唱 或 乐器 。
19,0.48171744652123183,广义 的 乐器 包括 一切 可以 发出声音 的 工具 ， 在 石器时代 人们 已经 开始 制作 原始 的 乐器 。
20,0.47998814055156835,今天 电脑 和 不少 电子音乐 产品 可以 透过 MIDI 制作 音乐 。
21,0.4912599084473789,音乐 是 一种 需要 学习 的 技能 ， 而 在 不少 国家 的 基础教育 中 包括 有 音乐课 ， 而 一些 音乐学院 则 提供 专业 的 音乐教育 。
22,0.4853873976940671,音乐学 是 一个 历史 的 科学 的 研究 音乐 的 广阔 领域 ， 其中 包括 音乐 理论 和 音乐史 。
23,0.46735902122012984,另外 自 十九 世纪末 开始 有 民族 音乐学 ， 研究 各地 不同 的 音乐 文化 。
24,0.48429960660991694,而 音乐 产业 也 包含 了 许多 面向 ： 音乐 的 创造者 （ 作曲家 与 填词人 ） ， 音乐 的 演奏者 （ 乐团 乐手 、 歌手 或 指挥 ） ， 音乐 的 录制 者 （ 包含 音讯 工程师 ） ， 音乐 活动 的 筹备 者 ， 以及 音乐 资源 （ 唱片 或 乐谱 ） 的 贩售 者 。
25,0.4955650532725117,音乐 要素 的 不同 组合 组成 了 每首 音乐 独特 的 性格 ， 使人 在 聆听 不同 音乐 时能 了解 其 结构 及 表情 ， 尽可能 察觉 是 哪个 民族 、 地区 、 时代 与 类型 的 音乐 。
26,0.5213380270888293,每个 国家 对于 音乐 要素 的 官方 定义 不尽相同 ， 但 大致 共有 的 要素 包括 ：
27,0.5020950081282535,不同 频率 的 声音 在 不同 时间 所 发出 ， 形成 旋律 ； 不同 频率 的 声音 在 同一时间 或 在 极短 时段 内 发出 ， 形成 和弦 。
28,0.48473070536482443,拍子 的 快慢 构成 速度 ， 规律性 的 强拍 和 弱 拍 形成 节拍 ， 音符 之间 的 连贯 状况 则 谓之 衔接 。
29,0.4967706268927111,常用 的 音高 形成 音阶 和 调性 ； 若 要 丰富 音乐 的 织体 ， 可以 借由 对位法 与 和 声法 。
30,0.4934044985475216,对位 是 令 多条 不同 的 旋律 线 同时 和谐 奏 出 ， 和 声 则 探讨 多个 和弦 的 连续 搭配 ， 这 两种 手法 某 程度 是 相对 的 。
31,0.5064551545310557,音乐 的 织体 主要 有 三种 类型 。
32,0.5222713726845132,单音 音乐 （ Monophony ） 是 最 简单 的 音乐 织体 ， 仅 有 单一 旋律 线 ， 只 包含 了 旋律 和 节奏 两项 要素 。
33,0.4963319401965023,如果 有 一条 居 支配 地位 的 主旋律 配以 不同 的 和弦 ， 便是 主音 音乐 （ Homophony ） 。
34,0.532901562623929,若有 两条 以上 彼此 独立 的 旋律 线 交织 ， 则 是 复音 音乐 （ Polyphony ） 。
35,0.4827789831241647,最后 ， 每种 乐器 和 每个 人声 都 有 自己 独特 的 音色 ， 不同 音色 的 乐器 组合 赋予 音乐 独特 的 音响效果 、 情绪 ， 以及 象征意义 ； 安排 这些 乐器 的 组合 叫做 配器 。
36,0.5055967135856836,音乐 是 一种 符号 ， 一种 声音 符号 ， 表达 人 的 所思 所 想 。
37,0.5084575511488656,是 人们 思想 的 载体 之一 。
38,0.4954656878465669,音乐 是 有 目的 的 ， 是 有 内涵 的 ， 其中 隐含 了 作者 的 生活 体验 ， 思想 情怀 。
39,0.48331399008824755,音乐 从 声波 上 分析 它 介于 噪声 和 频率 不变 的 纯音 之间 ， 从 效果 上 讲 它 可以 带给 人 美的 享受 和 表达 人 的 情感 。
40,0.5070757994086993,音乐 是 社会 行为 的 一种 形式 ， 通过 音乐 人们 可以 互相 交流 情感 和 生活 体验 。
41,0.5331279128455658,在 歌曲 中 这种 作用 表现 得 最为 突出 。
42,0.4722363902345145,古代 伟大 音乐家 的 创作 和 民歌 的 流行 基本 是 凭借 灵感 产生 的 ， 后来 的 学者 在 研究 这些 能 流行 多年 的 音乐 ， 逐渐 总结 出 理论 ， 其后 的 音乐家 就 在 这些 理论 的 指导 下 进行 创作 。
43,0.4740869790312492,音乐 理论 证明 哪些 音乐 能 被 大多数 人 接受 ， 使人 感到 悦耳 。
44,0.5043086553642961,现代 并 结合 物理 声学 的 研究 结果 ， 使 理论 不断 发展 完善 。
45,0.4858983312382695,音乐 主要 有 两种 形式 ： 用人 声唱 的 声乐 和 用 乐器 奏 的 器乐 ， 不论是 声乐 或 器乐 都 有 许多种 结合 的 方式 ， 如 独唱 、 合唱 、 对唱 ， 独奏 、 协奏 ， 交响乐 等 。
46,0.4505109064826966,两者 也 可以 混合 ， 声乐 用 乐器 伴奏 ， 或 在 器乐 交响乐 中 混入 人声 等等 。
47,0.5096277424396718,声乐 是 由 一个 或 多个 歌手 表演 的 音乐 形式 ， 使用 乐器 伴奏 与否 皆 可 ， 而 人声 是 作品 的 重点 。
48,0.4798617860180189,含有 人声 但 重点 不 在 其 上 的 乐曲 一般 称作 器乐 （ 如 古斯塔夫 · 霍尔斯特 的 《 行星 组曲 》 中 没有 歌词 的 女声 合唱 ） 。
49,0.4925192441188191,没有 乐器 伴奏 的 的 合唱曲 则 通常 称为 无 伴奏 合唱 ( a cappella ， 又称 阿卡 贝拉 ) 。
50,0.4936922600878742,对于 声乐 而言 ， 相当 多 声乐 作品 （ 部份 或 全部 ） 为 模仿 其他 声音 或 纯粹 内容 抽象 ， 而 运用 非 语言 音节 甚或 是 噪音 ， 然而 一般 人 特别 注意 歌词 的 使用 。
51,0.4874912222828529,较 短小 且 含有 歌词 的 声乐 作品 常 称为 歌曲 。
52,0.5075260697460807,声乐 也许 是 最 古老 的 音乐 形式 ， 因为 它 不 需要 任何 乐器 ， 仅仅 人声 便 可 。
53,0.4931013741934469,在 各种 音乐 文化 中 都 存在 著 某种 形式 的 声乐 。
54,0.5272131342118359,语言 和 音乐 目的 虽 不同 ， 皆 有 共同 的 音乐 因子 。
55,0.5309468974538682,人声 又 因 性别 、 音域 的 高低 、 音质 等 不同 ， 分成 以下 几种 声部 ：
56,0.5171893840202475,器乐 是 相对 于 声乐 而言 ， 完全 用 乐器 演奏 而 不用 人声 或 人声 处于 附属 地位 的 音乐 。
57,0.5093227758336917,演奏 的 乐器 可以 包括 所有 种类 的 弦乐器 、 木管乐器 、 铜管乐器 和 打击乐器 ， 有 的 器乐曲 也 应用 部分 人声 ， 一般 没有 歌词 只是 作为 效果 ， 但 部分 作曲家 有时 也 加入 一些 人声 ， 例如 贝多芬 写作 的 《 第九 交响曲 》 中 也 加入 合唱 部分 《 欢乐颂 》 ， 但 正确 来说 交响曲 大部分 为 器乐 而 做 ， 较 少 为了 声乐 而 做 。
58,0.5257678441675399,西方 音乐 主要 指 欧洲 的 音乐 ， 由于 欧洲 历史 上 统治 阶层 比较 重视 音乐 ， 因此 许多 音乐家 都 得到 资助 和 保护 ， 发展 出 比较完善 的 音乐 理论 。
59,0.4975133135966902,目前 西方 的 音乐 理论 在 全世界 的 音乐界 占有 主导地位 ， 欧洲 音乐界 发展 的 记谱 法 和 作曲 的 程序 得到 世界 的 公认 。
60,0.4986626412473772,先秦时代 ， 礼乐 制度 被 赋予 维系 社会秩序 的 功能 。
61,0.5219507756655068,在 中国 传统 思想 里 ， 音乐 与 人心 情感 间 的 关系 受到 很大 的 重视 ， 尤其 儒家思想 认为 音乐 对 人性 具有 教化 启迪 的 作用 ， 这 在 《 诗经 》 大序 、 《 礼记 ・ 乐记 》 、 《 荀子 ・ 乐论 篇 》 、 《 史记 ・ 乐书 》 等 作品 中均 可 了解 。
62,0.5003192766508358,甚至 十三经 中 的 《 乐经 》 对 音乐 的 功能 也 做 了 更 深入 的 说明 ， 惜 今 已 失传 。
63,0.4930599475860881,中国 地域 广阔 ， 民族 繁多 ， 各地 的 民间 音乐 素材 非常 丰富 。
64,0.5253218536560692,现代 中国 吸收 了 西方 音乐 的 理论 来 整理 古代 的 文献 和 民间 音乐 ， 编写 民族乐器 的 曲目 ， 使 中国 音乐 有 了 很大 的 发展 。
65,0.49968495047680467,中国 古代 音乐家 的 地位 不高 ， 没有 统治阶级 对 音乐 的 有效 保护 ， 所以 虽然 很 早就 发明 了 记谱 法 ， 但 许多 有名 的 作品 没有 能够 流传 下来 ， 大部分 流传 下来 的 作品 都 是 依靠 民间艺人 口传心授 。
66,0.5455385608798868,但 另一方面 ， 古代 大量 士人 官僚 本身 却 精通 音乐 ， 如 孔子 、 周瑜 、 阮籍 、 苏轼 等 皆 是 有名 的 琴 人 。
67,0.502473252654123,中国 音乐 分类
68,0.5185702300366443,音乐 是 自从 人类 出现 后 就 伴随 着 人类 的 进化 而 发展 的 ， 因此 世界各地 都 有 自己 独特 的 音乐 形式 和 乐器 ， 虽然 世界各地 的 音乐 理论 发育 并 不 平衡 ， 但 音乐 风格各异 ， 都 有 自己 的 发展 道路 。
69,0.4967065307142248,现代 音乐 广泛 吸收 了 世界各地 的 音乐 素材 ， 各地 的 音乐 对 世界 音乐 的 发展 都 有 自己 的 贡献 。
70,0.5153611863402963,流行音乐 ( 不同 ) :
71,0.5081242336948352,< br >
72,0.4581867302264834,二十世纪 中期 以后 发展 起来 的 流行音乐 违背 了 古典音乐 的 理论 ， 吸收 了 世界各地 的 地方 音乐 成分 ， 强调 了 群众 参与 ， 听众 再也 不是 静静地 聆听 音乐 的 旁听者 ， 而是 热烈 的 参与者 。
73,0.4494135480582834,音乐 回归 到 原始 的 载歌载舞 的 形式 ， 更能 调动 人们 的 情绪 ， 因此 受到 年轻人 的 热烈欢迎 ， 打破 地域 、 民族 、 国界 的 限制 ， 在 全世界 广泛 流行 。
74,0.5166183267336673,作曲家 创作 的 音乐 可以 通过 几种 媒体 传播 ； 最 传统 的 是 现场 体验 ， 作为 观众 或者 演奏者 之一 。
75,0.4614052183770946,现场 音乐 也 可以 通过 无线电 、 电视 或者 因特网 广播 。
76,0.4887132183760354,有些 音乐风格 注重 为 表演 而 发音 ， 有些 则 注重 产生 录音 然后 用于 后期 混响 合成 ， 它们 从不 被 “ 直播 ” 。
77,0.4871528326477349,现场表演 风格 的 音乐 在 录制 时 也 经常 采用 编辑 和 分离 的 功能 以 产生 听 起来 比 实际 演出 “ 更好 ” 的 效果 。
78,0.4921044717546857,由于 引入 了 保护 演奏者 ， 作曲家 ， 发行商 和 制作 人 的 法律 ， 譬如 美国 的 1992 年 家庭 录制 法案 （ Home Recording Act ） ， 以及 英国 1979 年 修订 的 用于 保护 文学 和 艺术作品 的 Berne 规范 ， 录音 和 现场 演出 也 变得 更 易 通过 计算机 ， 设备 ， 和 因特网 用 一种 通常 称为 音乐 随选 （ music - on - demand ） 的 形式 获得 。
79,0.5061153893873559,在 很多 文化 中 ， 有些 音乐 的 表演 和 聆听 没有 很大 的 区别 ， 因为 现场 每个 人 都 以 集体 形式 通过 某种 方式 涉及 到 音乐 活动 中来 。
80,0.4969516330942005,在 工业化 的 国家 ， 通过 录制 形式 ， 譬如 听 音乐 录音 或是 观看 音乐 录像 ， 成 了 最为 普遍 的 感受 现场 演出 的 形式 ， 这种 形式 大致 开始 于 20 世纪 中叶 。
81,0.47775135498947624,有时 ， 现场 演出 采用 了 预先录制 的 声音 。
82,0.4972275274332009,例如 ， DJ 可以 使用 唱片 来 制造 刮 碟 效果 ， 而 有些 20 世纪 的 作品 用 独唱 或 独奏 表演 和 预制 的 磁带 音乐 同时 进行 。
83,0.5090749402765284,计算机 和 或 多 键盘乐器 可以 用来 编程 产生 和 播放 MIDI 音乐 。
84,0.5335797213788396,听众 也 可以 通过 卡拉 OK 成为 演出者 ， 这种 形式 为 日本 人 创造 ， 它 采用 录像 和 无 声乐 的 音轨 ， 这样 演出者 就 可以 将 他们 自己 的 声音 加上 去 。
85,0.497197699886433,音乐 是 初等教育 的 一个 重要 组成部分 ， 是 培养 孩子 们 艺术 素养 的 有效 工具 ， 在 世界各地 一般 从 幼儿园 音乐教育 都 已经 开始 了 。
86,0.5154891227939024,古代 中国 将 音乐 视为 士大夫 应 具备 的 六艺 才能 之一 ， 至于 现今 中国 正规 音乐教育 持续 到 九年 义务教育 结束 ， 即 初中 毕业 。
87,0.5547377402858271,普通高中 一般 也 开设 音乐课 。
88,0.5071301460735341,作为 专业 音乐 人员 一般 要 经过 专门 的 高等 音乐教育 ， 不过 在 目前 从事 通俗歌曲 和 流行音乐 的 专业 人员 ， 大部分 都 没有 经过 音乐 专门 的 高等教育 ， 都 是 依靠 本身 的 才能 和 自我 学习 。
